property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,neighbourhood_cleansed,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,zc_lat,zc_lon,rental,num_amenities,air conditioning,cat(s),dog(s),dryer,heating,internet,kitchen,microwave,outdoor parking,private bathroom,self check-in,tv,washer,wifi
12,0,6,1,3,5,4,16,150,1,0,14,100.0,37.778729,-122.49265,2600.0,23,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,8,1,3,5,4,16,180,6,15,7,80.0,37.778729,-122.49265,2600.0,22,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,4,1,3,3,4,16,100,4,25,10,98.0,37.778729,-122.49265,2600.0,18,0,0,0,0,1,0,1,0,0,0,1,1,0,1
1,0,6,1,3,3,4,16,140,4,40,107,99.0,37.778729,-122.49265,2600.0,49,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,8,2,3,3,4,16,200,1,0,15,99.0,37.778729,-122.49265,2600.0,20,0,0,0,0,1,0,1,0,0,0,1,1,0,1
1,0,8,2,3,3,4,16,200,8,50,6,97.0,37.778729,-122.49265,2600.0,30,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,0,6,3,3,3,4,16,250,4,50,5,100.0,37.778729,-122.49265,2600.0,32,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,8,2,3,4,4,9,200,1,0,2,100.0,37.778729,-122.49265,2600.0,21,1,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,8,2,3,3,4,16,100,6,75,12,98.0,37.778729,-122.49265,2600.0,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
6,0,7,2,3,6,4,16,150,7,25,4,100.0,37.778729,-122.49265,2600.0,43,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,8,3,4,4,4,16,125,5,89,44,98.0,37.778729,-122.49265,3398.0,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,15,3,4,6,4,7,189,8,50,60,99.0,37.778729,-122.49265,3398.0,53,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,8,2,4,6,4,16,200,8,100,2,100.0,37.778729,-122.49265,3398.0,18,1,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,8,3,4,4,4,22,250,8,150,14,97.0,37.778729,-122.49265,3398.0,27,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,15,2,4,11,4,16,185,8,25,2,100.0,37.778729,-122.49265,3398.0,20,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,8,3,4,5,4,9,200,4,0,20,99.0,37.782029,-122.46158,3750.0,33,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,4,4,4,9,325,5,50,16,100.0,37.782029,-122.46158,3750.0,33,0,0,1,1,1,1,1,0,0,0,1,1,1,1
12,0,7,1,4,4,4,9,180,5,20,47,94.0,37.782029,-122.46158,3750.0,26,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,10,2,4,7,4,9,300,8,50,6,90.0,37.782029,-122.46158,3750.0,22,0,1,1,0,1,1,1,0,0,0,0,1,0,1
12,0,12,2,4,7,4,9,250,4,20,13,100.0,37.782029,-122.46158,3750.0,45,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,8,3,4,4,4,9,150,1,0,2,100.0,37.782029,-122.46158,3750.0,35,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,8,2,4,5,4,9,300,5,0,10,100.0,37.782029,-122.46158,3750.0,72,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,5,2,3,3,4,9,140,1,0,24,98.0,37.782029,-122.46158,2850.0,27,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,7,2,3,6,4,9,50,4,50,13,95.0,37.782029,-122.46158,2850.0,36,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,1,3,5,4,9,200,1,0,4,100.0,37.782029,-122.46158,2850.0,45,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,1,3,4,4,9,110,6,55,1,100.0,37.782029,-122.46158,2850.0,27,0,0,0,0,1,0,1,0,0,0,0,0,0,1
6,0,7,2,3,4,4,9,375,4,10,233,98.0,37.782029,-122.46158,2850.0,62,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,3,3,4,9,200,1,0,15,99.0,37.782029,-122.46158,2850.0,36,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,3,3,3,4,20,500,4,10,3,100.0,37.782029,-122.46158,2850.0,34,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,5,1,3,5,4,9,150,1,0,25,98.0,37.782029,-122.46158,2850.0,63,0,0,0,0,1,1,1,0,0,0,1,1,0,1
6,0,5,1,3,3,4,9,150,1,0,1,100.0,37.782029,-122.46158,2850.0,23,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,5,2,3,3,4,9,150,4,100,9,98.0,37.782029,-122.46158,2850.0,64,0,0,1,1,1,0,1,1,0,0,1,1,1,1
12,0,4,2,3,3,4,9,150,4,50,12,98.0,37.782029,-122.46158,2850.0,44,0,0,0,1,1,0,1,0,0,0,1,0,1,1
12,0,6,2,3,3,4,9,100,4,0,25,97.0,37.782029,-122.46158,2850.0,44,0,0,0,0,1,0,1,1,0,0,1,1,0,1
6,0,5,3,3,3,4,9,150,1,0,3,100.0,37.782029,-122.46158,2850.0,18,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,6,2,3,3,4,9,150,4,25,3,100.0,37.782029,-122.46158,2850.0,24,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,7,1,3,3,4,20,150,1,0,4,95.0,37.782029,-122.46158,2850.0,55,0,0,0,1,1,0,1,1,0,0,1,1,1,1
8,0,5,1,3,3,4,9,95,4,25,45,92.0,37.782029,-122.46158,2850.0,28,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,3,3,4,4,9,200,6,100,1,100.0,37.782029,-122.46158,2850.0,35,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,2,200,4,25,38,96.0,37.758434,-122.43512,3595.0,27,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,8,2,3,4,4,2,300,6,0,17,96.0,37.758434,-122.43512,3595.0,47,0,0,1,1,1,0,1,1,0,0,0,0,1,1
1,0,6,1,3,3,4,2,75,1,0,39,95.0,37.758434,-122.43512,3595.0,22,0,0,1,1,1,1,1,0,0,0,0,1,1,1
12,0,6,3,3,3,4,2,150,1,0,34,96.0,37.758434,-122.43512,3595.0,22,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,2,6,2,3,3,4,14,200,1,0,248,98.0,37.758434,-122.43512,3595.0,29,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,3,3,3,4,2,150,1,0,62,99.0,37.758434,-122.43512,3595.0,29,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,3,3,4,2,200,6,100,33,99.0,37.758434,-122.43512,3595.0,47,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,6,2,3,5,4,2,0,6,0,26,99.0,37.758434,-122.43512,3595.0,37,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,7,2,3,4,4,8,200,4,20,101,92.0,37.758434,-122.43512,3595.0,39,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,8,2,3,6,4,2,150,8,25,100,97.0,37.758434,-122.43512,3595.0,48,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,4,2,3,3,4,2,150,3,75,4,100.0,37.758434,-122.43512,3595.0,36,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,5,2,3,3,4,2,200,5,25,150,99.0,37.758434,-122.43512,3595.0,31,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,3,3,3,4,2,150,2,0,3,100.0,37.758434,-122.43512,3595.0,48,1,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,3,3,3,4,2,175,1,0,186,98.0,37.758434,-122.43512,3595.0,31,0,0,0,0,1,0,1,1,0,0,0,1,0,1
12,0,6,2,3,3,4,2,200,6,50,13,100.0,37.758434,-122.43512,3595.0,33,0,0,0,0,1,0,1,0,0,0,1,1,0,1
1,0,10,1,3,0,4,2,200,6,25,16,87.0,37.758434,-122.43512,3595.0,22,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,4,2,3,4,4,2,280,6,50,5,92.0,37.758434,-122.43512,3595.0,25,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,3,3,3,4,2,200,6,75,40,97.0,37.758434,-122.43512,3595.0,14,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,6,1,3,3,4,14,250,5,225,4,100.0,37.758434,-122.43512,3595.0,37,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,3,4,4,14,80,1,0,13,100.0,37.758434,-122.43512,3595.0,45,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,5,2,3,2,4,14,120,2,50,21,100.0,37.758434,-122.43512,3595.0,31,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,6,1,3,3,4,2,250,6,0,9,100.0,37.758434,-122.43512,3595.0,25,0,0,1,1,1,0,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,2,250,1,0,4,100.0,37.758434,-122.43512,3595.0,18,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,8,2,3,3,4,14,120,2,45,99,97.0,37.758434,-122.43512,3595.0,47,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,7,2,3,3,4,2,250,6,50,27,96.0,37.758434,-122.43512,3595.0,46,0,0,1,1,1,1,1,0,0,0,1,1,1,1
12,0,4,2,3,3,4,14,150,1,0,49,99.0,37.758434,-122.43512,3595.0,36,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,6,3,3,3,4,2,150,1,0,1,100.0,37.758434,-122.43512,3595.0,11,0,0,0,1,1,0,1,0,0,0,0,0,1,1
17,0,8,2,3,3,4,14,250,6,25,23,96.0,37.758434,-122.43512,3595.0,26,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,6,1,3,4,4,14,165,4,50,32,97.0,37.758434,-122.43512,3595.0,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,8,2,3,5,4,2,150,8,25,55,97.0,37.758434,-122.43512,3595.0,48,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,6,2,3,3,4,24,150,6,30,42,97.0,37.758434,-122.43512,3595.0,37,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,5,2,3,3,4,14,200,1,0,16,100.0,37.758434,-122.43512,3595.0,27,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,5,1,3,3,4,14,100,1,0,28,100.0,37.758434,-122.43512,3595.0,45,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,5,2,3,3,4,2,190,1,0,70,99.0,37.758434,-122.43512,3595.0,48,0,0,0,1,1,0,1,1,0,0,1,1,1,1
6,0,6,1,3,3,4,2,0,6,0,23,100.0,37.758434,-122.43512,3595.0,36,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,8,2,3,3,4,14,275,6,100,38,96.0,37.758434,-122.43512,3595.0,34,0,0,0,0,1,1,1,0,0,0,1,1,0,1
12,0,5,3,3,3,4,2,150,5,30,3,100.0,37.758434,-122.43512,3595.0,26,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,4,4,14,100,5,50,2,90.0,37.758434,-122.43512,3595.0,48,0,0,0,1,1,0,1,1,0,0,0,1,1,1
17,0,5,1,3,3,4,14,120,4,50,22,96.0,37.758434,-122.43512,3595.0,33,0,0,0,1,0,0,1,1,0,0,1,1,1,1
12,0,8,2,3,6,4,2,280,6,30,15,99.0,37.758434,-122.43512,3595.0,47,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,5,2,3,3,4,2,200,5,75,24,100.0,37.758434,-122.43512,3595.0,11,0,0,0,0,1,0,0,1,0,0,0,1,0,1
12,0,6,3,3,3,4,2,250,1,0,18,100.0,37.758434,-122.43512,3595.0,57,0,0,1,1,1,0,1,1,0,0,1,1,1,1
12,0,5,2,3,4,4,14,180,5,20,3,100.0,37.758434,-122.43512,3595.0,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,14,125,5,50,10,98.0,37.758434,-122.43512,3595.0,32,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,4,1,3,2,4,2,149,1,0,9,91.0,37.758434,-122.43512,3595.0,28,0,0,0,1,0,0,1,0,0,0,0,1,1,1
12,0,5,3,3,3,4,2,250,6,25,28,99.0,37.758434,-122.43512,3595.0,30,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,6,2,3,3,4,2,150,1,0,37,99.0,37.758434,-122.43512,3595.0,35,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,7,3,3,6,4,14,195,4,25,15,100.0,37.758434,-122.43512,3595.0,42,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,5,1,3,3,4,2,300,4,50,1,100.0,37.758434,-122.43512,3595.0,24,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,7,1,3,2,4,2,150,5,50,29,97.0,37.758434,-122.43512,3595.0,39,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,3,4,8,410,6,0,24,98.0,37.758434,-122.43512,3595.0,38,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,8,1,3,4,4,14,500,4,10,5,100.0,37.758434,-122.43512,3595.0,20,0,0,0,1,1,0,1,0,0,0,1,0,1,1
1,0,6,2,3,3,4,14,242,2,0,12,93.0,37.758434,-122.43512,3595.0,28,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,5,2,3,3,4,2,175,1,0,19,100.0,37.758434,-122.43512,3595.0,19,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,2,200,1,0,2,100.0,37.758434,-122.43512,3595.0,20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,4,1,3,2,4,14,50,1,0,4,85.0,37.758434,-122.43512,3595.0,21,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,6,2,3,3,4,14,300,4,40,9,93.0,37.758434,-122.43512,3595.0,15,0,0,0,1,1,0,1,0,0,0,0,0,1,1
6,0,4,3,3,2,4,12,205,1,0,2,100.0,37.758434,-122.43512,3595.0,19,0,0,0,1,1,0,1,0,0,0,1,1,1,1
6,0,5,1,3,3,4,14,100,1,0,7,97.0,37.758434,-122.43512,3595.0,27,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,8,2,3,4,4,2,250,6,50,25,100.0,37.758434,-122.43512,3595.0,41,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,7,2,3,5,4,2,200,5,25,1,100.0,37.758434,-122.43512,3595.0,30,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,8,2,4,5,4,2,225,6,50,19,100.0,37.758434,-122.43512,4710.0,30,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,9,1,4,5,4,2,299,8,0,28,90.0,37.758434,-122.43512,4710.0,43,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,8,2,4,5,4,14,299,1,0,18,99.0,37.758434,-122.43512,4710.0,23,0,0,0,0,1,1,1,1,0,0,0,1,0,1
1,0,4,1,4,4,4,2,300,4,100,19,99.0,37.758434,-122.43512,4710.0,19,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,3,4,5,4,2,230,2,50,70,98.0,37.758434,-122.43512,4710.0,67,1,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,7,3,4,4,4,14,300,1,0,23,100.0,37.758434,-122.43512,4710.0,70,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,8,2,4,4,4,2,225,4,25,24,93.0,37.758434,-122.43512,4710.0,41,0,1,0,1,1,1,1,1,0,0,1,1,1,1
1,2,8,2,4,5,4,14,0,8,10,53,94.0,37.758434,-122.43512,4710.0,36,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,7,3,4,4,4,14,250,6,100,12,100.0,37.758434,-122.43512,4710.0,19,0,1,0,1,1,1,1,0,0,0,0,1,1,1
12,0,12,3,4,10,4,2,200,8,0,24,95.0,37.758434,-122.43512,4710.0,36,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,7,2,4,4,4,2,150,1,0,11,100.0,37.758434,-122.43512,4710.0,31,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,10,2,4,4,4,14,250,8,25,13,100.0,37.758434,-122.43512,4710.0,35,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,12,3,4,5,4,14,350,4,25,42,100.0,37.758434,-122.43512,4710.0,30,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,10,2,4,6,4,14,195,1,0,21,92.0,37.758434,-122.43512,4710.0,24,0,0,0,1,1,1,1,0,0,0,1,1,1,1
17,0,8,3,4,4,4,14,0,4,25,22,100.0,37.758434,-122.43512,4710.0,55,1,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,8,2,4,4,4,25,195,1,0,28,97.0,37.758434,-122.43512,4710.0,24,0,0,0,0,1,0,1,0,0,0,0,1,0,1
17,0,8,2,4,4,4,2,354,6,25,2,100.0,37.758434,-122.43512,4710.0,40,1,0,0,1,1,1,1,1,0,0,1,1,1,1
17,0,8,2,4,4,4,14,200,6,15,10,100.0,37.758434,-122.43512,4710.0,36,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,7,2,4,4,4,14,350,6,25,3,100.0,37.758434,-122.43512,4710.0,26,0,0,0,1,1,0,1,0,0,0,1,1,1,1
6,0,6,2,4,4,4,2,200,1,0,3,93.0,37.758434,-122.43512,4710.0,28,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,8,2,4,7,4,14,140,1,0,16,88.0,37.758434,-122.43512,4710.0,24,0,0,0,0,1,0,1,1,0,0,1,1,0,1
6,0,12,2,4,4,4,21,200,1,150,31,92.0,37.801878,-122.41018000000001,4625.0,38,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,8,1,4,4,4,21,300,4,10,3,73.0,37.801878,-122.41018000000001,4625.0,33,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,6,2,3,3,4,15,0,1,0,221,100.0,37.801878,-122.41018000000001,3395.0,65,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,5,2,3,4,4,13,150,5,50,2,100.0,37.801878,-122.41018000000001,3395.0,27,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,6,2,3,3,4,15,180,4,100,49,97.0,37.801878,-122.41018000000001,3395.0,30,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,6,3,3,3,4,13,185,1,0,31,98.0,37.801878,-122.41018000000001,3395.0,43,1,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,13,199,4,29,20,87.0,37.801878,-122.41018000000001,3395.0,30,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,8,2,3,4,4,13,185,8,35,29,97.0,37.801878,-122.41018000000001,3395.0,19,1,0,0,1,1,1,1,0,0,0,1,0,1,1
12,0,6,2,3,3,4,15,185,6,150,53,99.0,37.801878,-122.41018000000001,3395.0,34,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,3,3,4,15,250,1,0,70,100.0,37.801878,-122.41018000000001,3395.0,44,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,5,1,3,5,4,6,250,5,15,6,100.0,37.801878,-122.41018000000001,3395.0,14,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,6,2,3,3,4,13,185,3,20,25,98.0,37.801878,-122.41018000000001,3395.0,28,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,8,1,3,6,4,15,250,6,10,2,100.0,37.801878,-122.41018000000001,3395.0,17,0,0,0,1,0,0,1,0,0,0,1,0,1,1
1,0,6,2,3,3,4,15,200,6,50,13,95.0,37.801878,-122.41018000000001,3395.0,29,0,0,0,1,1,0,1,1,0,0,0,1,1,1
17,0,6,2,3,4,4,21,300,1,0,3,100.0,37.801878,-122.41018000000001,3395.0,38,1,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,7,2,3,4,4,21,300,7,25,2,100.0,37.801878,-122.41018000000001,3395.0,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,0,4,2,3,3,4,13,405,3,25,1,40.0,37.801878,-122.41018000000001,3395.0,17,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,2,1,0,1,4,11,125,2,20,79,98.0,37.801028,-122.43836,2750.0,44,0,0,0,1,1,0,0,1,0,0,1,1,1,1
1,0,1,1,0,1,4,11,150,1,0,7,97.0,37.801028,-122.43836,2750.0,31,0,0,0,1,1,0,1,1,0,0,1,0,1,1
1,0,2,1,0,1,4,11,150,1,300,16,94.0,37.801028,-122.43836,2750.0,29,0,0,1,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,11,225,1,0,2,100.0,37.801028,-122.43836,2750.0,24,0,0,0,0,1,1,1,0,0,0,0,1,0,1
6,0,2,1,0,1,4,11,80,1,0,46,96.0,37.801028,-122.43836,2750.0,27,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,11,100,1,0,4,100.0,37.801028,-122.43836,2750.0,12,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,2,1,0,1,4,11,75,1,0,14,100.0,37.801028,-122.43836,2750.0,24,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,11,75,2,150,23,99.0,37.801028,-122.43836,2750.0,15,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1,0,2,1,0,1,4,11,75,1,0,15,100.0,37.801028,-122.43836,2750.0,20,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,4,1,0,1,4,11,170,2,5,3,100.0,37.801028,-122.43836,2750.0,31,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,11,100,1,0,2,60.0,37.801028,-122.43836,2750.0,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,11,50,1,0,6,100.0,37.801028,-122.43836,2750.0,25,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,4,1,0,2,4,11,150,3,10,7,94.0,37.801028,-122.43836,2750.0,25,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,2,1,0,1,4,11,149,1,0,5,92.0,37.801028,-122.43836,2750.0,23,0,0,0,0,1,0,1,0,0,0,1,1,0,1
1,0,5,1,3,3,4,11,100,2,30,328,95.0,37.801028,-122.43836,3550.0,34,0,0,0,1,1,0,1,1,0,0,1,0,1,1
12,0,5,2,3,3,4,11,250,4,150,4,95.0,37.801028,-122.43836,3550.0,12,0,0,0,1,1,1,1,0,0,0,0,0,1,1
6,0,5,2,3,3,4,11,499,2,55,40,98.0,37.801028,-122.43836,3550.0,50,0,0,0,0,1,1,1,1,0,0,0,1,0,1
6,0,5,1,3,4,4,11,125,4,100,116,97.0,37.801028,-122.43836,3550.0,39,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,6,3,3,4,4,11,250,6,30,10,90.0,37.801028,-122.43836,3550.0,12,0,0,0,0,1,1,1,0,0,0,0,1,0,1
12,0,4,2,3,3,4,11,250,1,0,5,100.0,37.801028,-122.43836,3550.0,21,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,5,1,3,4,4,11,0,1,0,26,98.0,37.801028,-122.43836,3550.0,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,4,3,3,4,11,300,4,300,7,100.0,37.801028,-122.43836,3550.0,23,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,7,1,3,4,4,18,125,1,0,10,100.0,37.801028,-122.43836,3550.0,27,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,6,2,3,4,4,18,300,6,100,35,99.0,37.801028,-122.43836,3550.0,57,0,0,0,1,1,0,1,1,0,0,1,1,1,1
17,0,4,1,3,2,4,11,200,1,0,1,100.0,37.801028,-122.43836,3550.0,28,0,0,0,1,1,1,1,0,0,0,1,1,1,1
16,0,6,2,3,3,4,11,350,1,0,7,97.0,37.801028,-122.43836,3550.0,38,1,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,10,2,3,5,4,11,250,8,10,9,91.0,37.801028,-122.43836,3550.0,25,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,10,2,3,5,4,11,250,6,10,2,100.0,37.801028,-122.43836,3550.0,33,0,0,0,1,0,0,1,1,0,0,1,1,1,1
12,0,6,3,3,4,4,18,250,1,0,3,100.0,37.801028,-122.43836,3550.0,20,0,0,0,1,1,0,1,0,0,0,0,0,1,1
8,0,6,2,3,3,4,18,200,4,0,73,99.0,37.801028,-122.43836,3550.0,39,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,6,1,3,3,4,11,125,1,0,1,80.0,37.801028,-122.43836,3550.0,39,0,0,0,1,1,0,1,1,0,0,1,1,0,1
12,0,8,3,4,5,4,11,350,1,0,9,100.0,37.801028,-122.43836,4950.0,26,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,12,3,4,8,4,11,688,1,0,54,96.0,37.801028,-122.43836,4950.0,38,0,1,0,1,1,1,1,1,0,0,1,1,1,1
6,0,7,2,4,4,4,18,300,4,100,13,98.0,37.801028,-122.43836,4950.0,21,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,11,2,4,7,4,11,190,5,29,8,93.0,37.801028,-122.43836,4950.0,41,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,0,8,4,4,4,4,11,375,4,50,5,100.0,37.801028,-122.43836,4950.0,39,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,6,1,3,4,4,3,120,6,100,71,92.0,37.792678,-122.40793000000001,3647.5,33,0,0,0,0,1,1,1,1,0,0,1,1,0,1
1,0,7,2,3,3,4,3,200,6,5,6,93.0,37.792678,-122.40793000000001,3647.5,18,0,0,0,1,1,0,1,0,0,0,0,1,1,1
3,2,2,1,0,1,4,3,0,1,0,2,100.0,37.792678,-122.40793000000001,2700.0,17,1,0,0,0,1,1,0,0,0,0,0,1,0,1
1,0,2,1,0,1,4,13,70,1,0,14,97.0,37.792678,-122.40793000000001,2700.0,17,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,2,1,0,1,4,3,80,1,0,10,91.0,37.792678,-122.40793000000001,2700.0,19,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,2,1,0,1,4,3,125,2,20,9,91.0,37.792678,-122.40793000000001,2700.0,24,1,0,0,1,0,1,0,0,0,0,0,1,1,1
16,1,2,1,0,1,4,3,76,1,0,64,95.0,37.792678,-122.40793000000001,2700.0,25,1,0,0,1,1,0,0,0,0,0,1,1,1,0
11,2,2,1,0,1,4,3,45,2,25,5,100.0,37.792678,-122.40793000000001,2700.0,24,1,0,0,1,1,0,0,0,0,0,0,1,1,1
3,2,2,1,0,1,4,4,10,1,0,234,88.0,37.792678,-122.40793000000001,2700.0,21,0,0,0,1,1,1,0,0,0,0,0,1,1,1
3,2,2,1,0,1,4,3,0,1,0,5,100.0,37.792678,-122.40793000000001,2700.0,25,1,0,0,1,1,1,1,0,0,0,0,1,1,1
3,2,2,1,0,1,4,3,0,1,0,3,93.0,37.792678,-122.40793000000001,2700.0,23,1,0,0,1,1,0,1,0,0,0,0,1,1,1
