property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,neighbourhood_cleansed,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,zc_lat,zc_lon,rental,num_amenities,air conditioning,cat(s),dog(s),dryer,heating,internet,kitchen,microwave,outdoor parking,private bathroom,self check-in,tv,washer,wifi
6,0,3,1,1,1,4,1,50,1,0,12,98.0,37.74873,-122.41545,5850.0,27,0,0,0,1,1,0,1,1,0,0,1,1,1,1
13,0,4,1,1,2,4,12,150,4,25,6,100.0,37.74873,-122.41545,5850.0,31,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,15,1,15,78,99.0,37.74873,-122.41545,5850.0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,2,1,1,1,4,12,150,1,5,3,93.0,37.74873,-122.41545,5850.0,18,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,2,1,1,1,1,4,1,40,1,35,15,100.0,37.74873,-122.41545,5850.0,27,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,2,1,1,1,4,1,40,1,35,11,98.0,37.74873,-122.41545,5850.0,28,0,0,0,1,1,0,1,1,0,0,1,0,1,1
6,2,1,1,1,1,4,1,35,1,0,55,100.0,37.74873,-122.41545,5850.0,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,2,2,1,1,1,4,1,100,1,0,45,94.0,37.74873,-122.41545,5850.0,20,0,0,0,1,1,0,0,1,0,0,1,0,1,1
6,2,2,1,1,1,4,12,83,1,0,1,100.0,37.74873,-122.41545,5850.0,14,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,3,1,1,2,4,12,0,1,0,40,99.0,37.74873,-122.41545,5850.0,29,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,2,2,1,1,1,4,12,67,1,65,66,95.0,37.74873,-122.41545,5850.0,20,0,0,0,1,1,0,1,0,0,0,1,1,1,1
8,0,4,1,1,1,4,2,95,2,50,118,98.0,37.74873,-122.41545,5850.0,61,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,50,1,25,23,94.0,37.74873,-122.41545,5850.0,36,0,0,0,1,1,1,1,1,0,0,1,0,1,1
1,0,2,1,1,1,4,12,90,1,20,49,97.0,37.74873,-122.41545,5850.0,17,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,2,2,1,1,1,4,12,50,1,60,67,94.0,37.74873,-122.41545,5850.0,28,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,2,3,1,1,2,4,12,40,1,20,70,97.0,37.74873,-122.41545,5850.0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,1
12,2,1,1,1,1,4,1,40,1,35,5,96.0,37.74873,-122.41545,5850.0,30,0,0,0,1,1,0,1,1,0,0,1,0,1,1
13,0,4,1,1,2,4,12,150,1,0,1,80.0,37.74873,-122.41545,5850.0,38,0,0,0,1,1,0,1,1,0,0,0,1,1,1
13,2,2,1,1,1,4,12,90,1,30,2,100.0,37.74873,-122.41545,5850.0,26,0,0,0,1,1,1,0,1,0,0,0,0,1,1
12,2,2,1,1,1,4,12,80,1,90,14,96.0,37.74873,-122.41545,5850.0,23,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,2,1,1,1,4,1,150,1,0,1,100.0,37.74873,-122.41545,5850.0,13,0,0,0,1,0,0,1,0,0,0,0,1,1,1
1,2,2,1,1,1,4,12,99,1,12,12,98.0,37.74873,-122.41545,5850.0,28,0,0,0,1,1,0,1,1,0,0,1,1,1,1
8,0,2,1,1,1,4,1,60,1,0,37,99.0,37.74873,-122.41545,5850.0,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,2,3,1,1,2,4,12,40,1,20,82,98.0,37.74873,-122.41545,5850.0,32,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6,0,2,1,1,1,4,12,250,1,0,2,100.0,37.74873,-122.41545,5850.0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,2,2,1,1,1,4,12,45,4,25,78,99.0,37.74873,-122.41545,5850.0,27,0,0,0,0,1,1,1,1,0,0,0,1,0,1
1,0,2,1,1,1,4,1,100,1,0,8,95.0,37.74873,-122.41545,5850.0,25,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,2,2,1,1,1,4,12,45,1,20,24,99.0,37.74873,-122.41545,5850.0,19,0,0,0,1,1,0,1,0,0,0,0,0,1,1
1,0,2,1,1,1,4,12,250,1,7,4,100.0,37.74873,-122.41545,5850.0,21,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,1,1,4,12,250,1,5,5,100.0,37.74873,-122.41545,5850.0,15,0,0,0,1,1,0,1,0,0,0,0,1,1,1
8,0,3,1,1,1,4,1,98,2,25,70,100.0,37.74873,-122.41545,5850.0,32,0,0,0,1,1,0,0,1,0,0,1,1,1,1
12,0,2,1,1,1,4,12,100,1,10,1,100.0,37.74873,-122.41545,5850.0,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,4,1,1,1,4,12,85,2,15,3,100.0,37.74873,-122.41545,5850.0,28,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,75,2,25,33,99.0,37.74873,-122.41545,5850.0,32,0,0,0,1,1,0,0,0,0,0,1,0,1,1
1,0,4,1,1,2,4,1,65,1,0,51,96.0,37.74873,-122.41545,5850.0,37,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,0,2,1,1,1,4,12,300,2,25,2,100.0,37.74873,-122.41545,5850.0,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
8,0,3,1,1,1,4,12,80,2,25,27,99.0,37.74873,-122.41545,5850.0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,2,1,1,1,4,12,101,2,5,1,80.0,37.74873,-122.41545,5850.0,31,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,1,1,4,12,101,2,5,1,80.0,37.74873,-122.41545,5850.0,34,0,0,0,1,1,0,1,1,0,0,0,1,1,1
8,0,4,1,1,2,4,12,75,1,0,47,99.0,37.74873,-122.41545,5850.0,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,4,2,1,2,4,1,50,2,25,30,99.0,37.74873,-122.41545,5850.0,52,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,2,1,1,1,4,1,100,1,0,10,98.0,37.74873,-122.41545,5850.0,20,0,0,0,1,1,0,1,0,0,0,1,0,1,1
1,2,2,1,1,1,4,12,50,1,0,31,99.0,37.74873,-122.41545,5850.0,28,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,6,1,1,5,4,1,145,1,11,15,93.0,37.74873,-122.41545,5850.0,30,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,2,4,1,1,2,4,12,100,2,10,61,98.0,37.74873,-122.41545,5850.0,20,0,0,0,0,1,0,0,0,0,0,1,1,0,1
1,2,2,1,1,1,4,12,40,1,0,39,95.0,37.74873,-122.41545,5850.0,13,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,0,3,1,1,2,4,1,70,1,0,14,99.0,37.74873,-122.41545,5850.0,22,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,2,3,2,1,2,4,12,10,1,20,22,75.0,37.74873,-122.41545,5850.0,33,0,0,0,1,0,0,1,1,0,0,1,0,1,1
12,2,2,2,1,1,4,12,10,1,20,34,82.0,37.74873,-122.41545,5850.0,33,0,0,0,1,0,0,1,1,0,0,1,0,1,1
12,2,2,2,1,1,4,12,10,1,20,37,86.0,37.74873,-122.41545,5850.0,33,0,0,0,1,0,0,1,1,0,0,1,0,1,1
1,2,2,1,1,1,4,12,75,1,0,33,99.0,37.74873,-122.41545,5850.0,28,0,0,0,0,1,0,1,1,0,0,1,0,0,1
12,2,3,2,1,2,4,12,10,1,20,31,82.0,37.74873,-122.41545,5850.0,33,0,0,0,1,0,0,1,1,0,0,1,0,1,1
12,2,2,1,1,1,4,1,75,1,30,27,99.0,37.74873,-122.41545,5850.0,47,0,0,1,0,1,1,1,1,0,0,1,0,0,1
1,2,4,1,1,1,4,12,160,3,20,60,99.0,37.74873,-122.41545,5850.0,20,0,0,0,1,1,0,1,0,0,0,1,1,1,1
6,0,2,1,1,1,4,12,110,1,0,61,99.0,37.74873,-122.41545,5850.0,33,1,0,0,0,1,0,0,1,0,0,1,1,0,1
12,2,2,1,1,1,4,12,15,1,20,3,100.0,37.74873,-122.41545,5850.0,8,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1,2,2,1,1,1,4,12,65,1,20,53,98.0,37.74873,-122.41545,5850.0,19,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,4,1,1,1,4,1,90,4,20,63,99.0,37.74873,-122.41545,5850.0,34,0,0,0,0,1,0,0,1,0,0,1,1,0,1
1,2,2,1,1,1,4,12,160,1,20,8,100.0,37.74873,-122.41545,5850.0,27,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,3,1,1,1,4,12,200,1,0,1,80.0,37.74873,-122.41545,5850.0,14,0,0,0,1,1,0,1,0,0,0,0,1,1,1
8,0,2,1,1,1,4,12,100,1,0,8,95.0,37.74873,-122.41545,5850.0,32,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,65,2,30,1,100.0,37.74873,-122.41545,5850.0,47,0,0,1,0,1,1,1,1,0,0,1,0,0,1
1,0,4,1,1,2,4,1,75,2,25,22,100.0,37.74873,-122.41545,5850.0,34,0,0,0,0,1,0,1,1,0,0,1,1,0,1
8,0,4,1,1,1,4,1,100,1,0,27,98.0,37.74873,-122.41545,5850.0,22,0,0,0,0,1,0,0,1,0,0,1,1,0,1
5,0,2,1,1,1,4,1,79,2,100,40,99.0,37.74873,-122.41545,5850.0,32,0,0,1,1,1,0,1,1,0,0,0,0,1,1
1,0,3,1,1,1,4,12,200,1,0,1,100.0,37.74873,-122.41545,5850.0,15,0,0,0,1,1,0,1,0,0,0,0,1,1,1
8,0,2,1,1,1,4,12,75,2,25,23,100.0,37.74873,-122.41545,5850.0,23,0,0,0,1,1,0,0,1,0,0,1,1,1,1
1,0,2,1,1,1,4,12,0,1,0,1,100.0,37.74873,-122.41545,5850.0,9,0,0,0,1,1,0,1,0,0,0,1,0,1,1
12,2,1,1,1,1,4,12,30,1,0,1,100.0,37.74873,-122.41545,5850.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,2,1,1,1,1,4,12,0,1,0,1,100.0,37.74873,-122.41545,5850.0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,3,1,1,2,4,12,239,1,0,1,100.0,37.74873,-122.41545,5850.0,17,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,2,2,1,1,1,4,12,40,1,20,35,96.0,37.74873,-122.41545,5850.0,34,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,2,2,1,1,1,4,1,75,1,25,9,100.0,37.74873,-122.41545,5850.0,14,0,0,0,0,1,0,1,0,0,0,0,1,0,1
12,2,2,1,1,1,4,1,15,1,0,36,98.0,37.74873,-122.41545,5850.0,23,0,0,0,0,1,0,1,1,0,0,0,0,0,1
8,0,3,1,1,2,4,12,100,2,0,15,99.0,37.74873,-122.41545,5850.0,35,1,0,0,0,1,0,1,1,0,0,1,1,0,1
6,0,2,1,1,1,4,12,85,1,0,4,100.0,37.74873,-122.41545,5850.0,23,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,2,1,1,1,0,4,12,36,1,16,25,98.0,37.74873,-122.41545,5850.0,25,0,0,0,1,1,0,1,0,0,0,0,1,1,1
8,0,2,1,1,1,4,1,75,1,0,36,99.0,37.74873,-122.41545,5850.0,29,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,1,1,1,1,4,12,20,1,0,1,60.0,37.74873,-122.41545,5850.0,12,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,3,2,1,2,4,1,50,3,25,30,98.0,37.74873,-122.41545,5850.0,54,0,0,0,1,1,0,1,1,0,0,1,1,1,1
8,0,4,1,1,2,4,14,100,1,0,2,100.0,37.74873,-122.41545,5850.0,22,0,0,0,0,1,0,0,0,0,0,1,1,0,1
1,0,2,1,1,1,4,12,50,1,40,2,100.0,37.74873,-122.41545,5850.0,29,0,1,0,1,1,1,1,1,0,0,0,1,1,1
12,0,3,1,1,2,4,12,100,1,0,1,100.0,37.74873,-122.41545,5850.0,19,0,0,0,1,0,1,1,0,0,0,0,0,1,1
6,0,2,1,1,1,4,12,75,1,0,4,90.0,37.74873,-122.41545,5850.0,26,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,3,1,1,2,4,12,150,2,20,17,100.0,37.74873,-122.41545,5850.0,29,0,0,0,0,1,0,1,1,0,0,0,1,0,1
12,2,1,1,1,1,4,1,100,1,0,1,20.0,37.74873,-122.41545,5850.0,8,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1,2,1,1,1,1,4,12,165,3,20,16,99.0,37.74873,-122.41545,5850.0,23,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,3,1,1,1,4,12,150,2,10,1,100.0,37.74873,-122.41545,5850.0,40,0,0,0,1,1,0,1,0,0,0,1,1,1,1
13,0,3,1,1,1,4,12,75,1,0,7,100.0,37.74873,-122.41545,5850.0,20,0,0,0,0,1,0,1,1,0,0,0,1,0,1
12,2,2,1,1,1,4,1,40,1,0,11,100.0,37.74873,-122.41545,5850.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,1,1,1,1,4,1,100,1,100,3,100.0,37.74873,-122.41545,5850.0,27,0,0,0,1,1,0,1,1,0,0,0,0,1,1
1,2,2,1,1,1,4,12,160,1,20,12,98.0,37.74873,-122.41545,5850.0,20,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,2,3,1,1,1,4,1,40,1,0,3,100.0,37.74873,-122.41545,5850.0,29,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,2,1,1,1,4,1,40,1,0,7,89.0,37.74873,-122.41545,5850.0,37,1,0,0,0,1,0,0,1,0,0,0,1,0,1
12,2,2,1,1,2,4,1,40,2,20,5,92.0,37.74873,-122.41545,5850.0,28,1,0,0,0,1,0,0,1,0,0,0,1,0,1
12,0,4,1,1,2,4,1,40,1,25,4,100.0,37.74873,-122.41545,5850.0,24,0,0,0,1,1,0,0,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,60,2,0,22,100.0,37.74873,-122.41545,5850.0,28,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,2,1,1,1,4,1,60,1,0,21,99.0,37.74873,-122.41545,5850.0,27,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,2,1,1,1,4,1,50,1,0,8,100.0,37.74873,-122.41545,5850.0,14,0,0,0,1,0,0,1,0,0,0,0,1,1,1
1,2,2,1,1,1,4,12,25,1,45,3,87.0,37.74873,-122.41545,5850.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,3,1,1,2,4,12,80,1,0,6,100.0,37.74873,-122.41545,5850.0,38,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,4,1,1,1,4,1,100,2,50,8,93.0,37.74873,-122.41545,5850.0,23,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,3,1,1,2,4,1,95,2,20,1,100.0,37.74873,-122.41545,5850.0,28,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,2,2,1,1,1,4,12,30,1,10,1,100.0,37.74873,-122.41545,5850.0,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1
12,2,2,1,1,1,4,12,100,1,0,1,100.0,37.74873,-122.41545,5850.0,15,0,0,0,1,1,0,1,0,0,0,0,0,1,1
12,0,2,1,1,0,4,1,50,1,0,4,90.0,37.74873,-122.41545,5850.0,27,0,0,0,0,1,0,1,1,0,0,0,1,0,1
1,0,4,1,1,3,4,1,45,1,25,1,100.0,37.74873,-122.41545,5850.0,17,0,0,0,1,1,0,1,0,0,0,0,0,1,1
12,2,2,1,1,1,4,1,50,1,0,2,90.0,37.74873,-122.41545,5850.0,28,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,2,2,3,1,1,4,12,49,1,25,1,100.0,37.74873,-122.41545,5850.0,35,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,2,2,1,1,1,4,12,50,1,50,1,100.0,37.74873,-122.41545,5850.0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,2,1,1,4,12,49,1,25,3,100.0,37.74873,-122.41545,5850.0,35,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,2,2,1,1,4,12,49,1,25,3,100.0,37.74873,-122.41545,5850.0,36,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,2,2,1,1,4,12,49,1,25,3,100.0,37.74873,-122.41545,5850.0,35,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,6,2,3,4,4,12,250,1,0,55,96.0,37.74873,-122.41545,3395.0,31,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,7,2,3,4,4,12,200,4,0,13,97.0,37.74873,-122.41545,3395.0,38,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,6,2,3,4,4,1,190,1,0,13,96.0,37.74873,-122.41545,3395.0,36,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,6,2,3,4,4,1,120,6,20,22,95.0,37.74873,-122.41545,3395.0,24,0,1,0,1,1,1,1,0,0,0,1,1,1,1
1,0,6,1,3,4,4,12,150,5,0,48,95.0,37.74873,-122.41545,3395.0,42,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,3,2,4,12,300,4,0,6,97.0,37.74873,-122.41545,3395.0,27,1,0,1,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,4,4,12,75,4,25,41,98.0,37.74873,-122.41545,3395.0,45,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1,0,3,2,3,2,4,1,120,1,0,5,95.0,37.74873,-122.41545,3395.0,26,0,0,0,1,1,1,1,0,0,0,0,1,1,1
17,0,6,1,3,3,4,1,100,4,25,15,94.0,37.74873,-122.41545,3395.0,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,7,1,3,3,4,1,180,5,30,56,95.0,37.74873,-122.41545,3395.0,43,0,0,0,0,1,1,1,1,0,0,1,0,0,1
12,0,6,2,3,3,4,1,185,6,50,6,100.0,37.74873,-122.41545,3395.0,37,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,5,1,3,3,4,12,150,2,0,53,99.0,37.74873,-122.41545,3395.0,62,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,5,2,3,3,4,1,495,4,25,5,96.0,37.74873,-122.41545,3395.0,48,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,8,2,3,5,4,1,185,4,20,63,96.0,37.74873,-122.41545,3395.0,50,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,3,6,4,1,175,6,25,4,90.0,37.74873,-122.41545,3395.0,16,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,12,80,4,50,68,95.0,37.74873,-122.41545,3395.0,22,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,5,2,3,3,4,12,120,3,20,6,100.0,37.74873,-122.41545,3395.0,18,0,0,0,1,1,0,1,0,0,0,1,0,1,1
1,0,6,2,3,3,4,12,105,1,0,122,98.0,37.74873,-122.41545,3395.0,22,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,2,4,1,90,1,0,31,98.0,37.74873,-122.41545,3395.0,58,1,0,1,1,1,0,1,1,0,0,1,1,1,1
1,0,6,1,3,3,4,1,125,1,0,13,100.0,37.74873,-122.41545,3395.0,28,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,7,1,3,3,4,12,150,4,25,23,99.0,37.74873,-122.41545,3395.0,45,0,0,1,1,1,1,1,1,0,0,1,1,1,1
6,0,4,2,3,3,4,12,150,3,120,10,100.0,37.74873,-122.41545,3395.0,30,1,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,12,250,6,50,17,100.0,37.74873,-122.41545,3395.0,40,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,4,1,3,3,4,14,100,4,50,9,96.0,37.74873,-122.41545,3395.0,20,0,0,0,1,1,1,1,0,0,0,1,0,1,1
12,0,8,1,3,5,4,12,175,6,35,48,97.0,37.74873,-122.41545,3395.0,23,0,1,0,0,1,1,1,0,0,0,0,1,0,1
12,0,5,2,3,3,4,1,125,4,20,14,90.0,37.74873,-122.41545,3395.0,21,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,8,2,3,4,4,12,130,1,0,61,96.0,37.74873,-122.41545,3395.0,28,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,1,3,3,4,1,250,6,0,12,100.0,37.74873,-122.41545,3395.0,20,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,3,4,12,125,5,50,51,98.0,37.74873,-122.41545,3395.0,47,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,4,2,3,4,4,1,175,1,0,4,100.0,37.74873,-122.41545,3395.0,28,0,0,0,1,1,1,1,0,0,0,1,0,1,1
6,0,6,3,3,4,4,12,125,2,25,40,98.0,37.74873,-122.41545,3395.0,39,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,6,2,3,3,4,12,495,1,0,7,90.0,37.74873,-122.41545,3395.0,45,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,2,8,1,3,5,4,12,85,5,50,13,87.0,37.74873,-122.41545,3395.0,19,0,0,1,1,0,1,1,0,0,0,0,0,1,1
12,0,6,1,3,6,4,12,165,1,0,21,99.0,37.74873,-122.41545,3395.0,58,0,0,1,1,1,1,1,1,0,0,1,1,1,1
1,0,6,1,3,4,4,12,160,1,0,28,99.0,37.74873,-122.41545,3395.0,24,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,4,2,3,3,4,12,50,3,50,83,99.0,37.74873,-122.41545,3395.0,48,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,5,1,3,3,4,12,180,1,0,21,98.0,37.74873,-122.41545,3395.0,50,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,6,1,3,4,4,1,125,1,0,64,99.0,37.74873,-122.41545,3395.0,42,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,3,3,3,4,1,125,1,0,32,98.0,37.74873,-122.41545,3395.0,13,0,0,1,0,1,1,1,0,0,0,0,1,1,1
1,0,5,2,3,3,4,12,150,1,0,1,100.0,37.74873,-122.41545,3395.0,28,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,6,2,3,3,4,14,175,1,0,1,100.0,37.74873,-122.41545,3395.0,22,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,8,1,3,3,4,12,150,4,25,2,90.0,37.74873,-122.41545,3395.0,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1
17,0,6,1,3,3,4,12,499,4,20,37,93.0,37.74873,-122.41545,3395.0,27,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,4,2,3,3,4,2,150,4,100,8,98.0,37.74873,-122.41545,3395.0,62,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,2,3,2,4,12,150,4,30,46,100.0,37.74873,-122.41545,3395.0,33,0,0,0,1,1,0,1,1,0,0,1,0,1,1
12,0,5,2,3,4,4,1,200,6,0,1,100.0,37.74873,-122.41545,3395.0,14,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,6,3,3,3,4,12,250,6,0,12,100.0,37.74873,-122.41545,3395.0,24,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,6,2,3,3,4,12,175,6,100,110,100.0,37.74873,-122.41545,3395.0,48,0,0,1,1,1,0,1,1,0,0,0,1,1,1
12,0,5,1,3,3,4,1,160,1,0,35,98.0,37.74873,-122.41545,3395.0,31,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,6,1,3,3,4,12,100,1,0,44,100.0,37.74873,-122.41545,3395.0,73,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,3,3,3,4,1,150,1,0,13,98.0,37.74873,-122.41545,3395.0,66,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,4,1,3,2,1,2,150,1,0,10,100.0,37.74873,-122.41545,3395.0,34,0,0,1,0,1,1,1,0,0,0,1,1,0,1
1,0,12,2,3,2,4,12,100,1,0,57,100.0,37.74873,-122.41545,3395.0,22,0,0,0,0,1,1,1,0,0,0,0,1,0,1
12,0,8,2,3,5,4,1,120,6,25,48,99.0,37.74873,-122.41545,3395.0,30,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,12,50,4,20,36,99.0,37.74873,-122.41545,3395.0,49,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,6,1,3,3,4,12,420,1,0,2,90.0,37.74873,-122.41545,3395.0,20,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,8,2,3,4,4,1,250,7,40,2,100.0,37.74873,-122.41545,3395.0,48,0,1,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,12,150,3,25,8,100.0,37.74873,-122.41545,3395.0,20,0,0,0,0,1,1,1,0,0,0,1,0,0,1
12,0,6,2,3,2,4,1,125,1,0,4,95.0,37.74873,-122.41545,3395.0,34,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,1,175,1,0,45,94.0,37.74873,-122.41545,3395.0,28,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,7,2,3,4,4,1,120,1,0,3,100.0,37.74873,-122.41545,3395.0,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,12,150,2,25,12,100.0,37.74873,-122.41545,3395.0,27,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,5,1,3,3,4,12,125,1,0,9,98.0,37.74873,-122.41545,3395.0,26,0,0,0,1,0,0,1,1,0,0,1,1,1,1
12,0,6,2,3,3,4,1,100,4,25,13,97.0,37.74873,-122.41545,3395.0,27,0,0,0,1,1,0,1,0,0,0,1,1,1,1
17,0,5,1,3,3,4,2,236,2,0,18,97.0,37.74873,-122.41545,3395.0,25,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,10,2,3,6,4,1,180,8,20,16,100.0,37.74873,-122.41545,3395.0,46,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,4,4,1,150,1,0,2,100.0,37.74873,-122.41545,3395.0,43,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,5,2,3,4,4,1,150,4,25,11,98.0,37.74873,-122.41545,3395.0,32,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,4,1,3,4,4,12,208,1,0,3,93.0,37.74873,-122.41545,3395.0,18,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,6,1,3,3,4,12,100,1,0,4,80.0,37.74873,-122.41545,3395.0,19,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,6,3,3,3,4,12,100,6,100,16,100.0,37.74873,-122.41545,3395.0,35,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,1,3,4,4,1,160,1,0,8,98.0,37.74873,-122.41545,3395.0,30,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,5,2,3,4,4,1,200,1,0,7,86.0,37.74873,-122.41545,3395.0,22,0,0,0,1,1,0,1,0,0,0,1,1,1,1
